countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,account.t.d
India,IND,2024,1077731602.0,South Asia (excluding high income),Lower middle income,0.91
India,IND,2024,1077731602.0,South Asia (excluding high income),Lower middle income,0.86
Indonesia,IDN,2024,211076339.0,East Asia & Pacific (excluding high income),Lower middle income,0.62
Indonesia,IDN,2024,211076339.0,East Asia & Pacific (excluding high income),Lower middle income,0.48
"Iran, Islamic Rep.",IRN,2024,69914781.0,Middle East & North Africa (excluding high income),Lower middle income,0.94
"Iran, Islamic Rep.",IRN,2024,69914781.0,Middle East & North Africa (excluding high income),Lower middle income,0.87
Iraq,IRQ,2024,28355455.0,Middle East & North Africa (excluding high income),Upper middle income,0.37
Iraq,IRQ,2024,28355455.0,Middle East & North Africa (excluding high income),Upper middle income,0.2
Ireland,IRL,2024,4298252.0,High income,High income,0.98
Ireland,IRL,2024,4298252.0,High income,High income,0.99
Israel,ISR,2024,7062352.0,High income,High income,0.95
Israel,ISR,2024,7062352.0,High income,High income,0.8
Italy,ITA,2024,51829051.0,High income,High income,0.89
Italy,ITA,2024,51829051.0,High income,High income,0.82
Japan,JPN,2024,110011344.0,High income,High income,0.99
Japan,JPN,2024,110011344.0,High income,High income,0.98
Jordan,JOR,2024,7867178.0,Middle East & North Africa (excluding high income),Upper middle income,0.54
Jordan,JOR,2024,7867178.0,Middle East & North Africa (excluding high income),Upper middle income,0.36
Kazakhstan,KAZ,2024,14324777.0,Europe & Central Asia (excluding high income),Upper middle income,0.9
Kazakhstan,KAZ,2024,14324777.0,Europe & Central Asia (excluding high income),Upper middle income,0.83
Kenya,KEN,2024,34616135.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.94
Kenya,KEN,2024,34616135.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.84
"Korea, Rep.",KOR,2024,46039322.0,High income,High income,0.99
"Korea, Rep.",KOR,2024,46039322.0,High income,High income,0.94
Kosovo,XKX,2024,1382360.0,Europe & Central Asia (excluding high income),Upper middle income,0.62
Kosovo,XKX,2024,1382360.0,Europe & Central Asia (excluding high income),Upper middle income,0.67
Kuwait,KWT,2024,3950546.0,High income,High income,0.82
Kuwait,KWT,2024,3950546.0,High income,High income,0.64
Kyrgyz Republic,KGZ,2024,4780143.0,Europe & Central Asia (excluding high income),Lower middle income,0.77
Kyrgyz Republic,KGZ,2024,4780143.0,Europe & Central Asia (excluding high income),Lower middle income,0.66
Lao PDR,LAO,2024,5322750.0,East Asia & Pacific (excluding high income),Lower middle income,0.51
Lao PDR,LAO,2024,5322750.0,East Asia & Pacific (excluding high income),Lower middle income,0.18
Latvia,LVA,2024,1582835.0,High income,High income,0.97
Latvia,LVA,2024,1582835.0,High income,High income,0.92
Lebanon,LBN,2024,4231057.0,Middle East & North Africa (excluding high income),Lower middle income,0.27
Lebanon,LBN,2024,4231057.0,Middle East & North Africa (excluding high income),Lower middle income,0.18
Liberia,LBR,2024,3295997.0,Sub-Saharan Africa (excluding high income),Low income,0.58
Liberia,LBR,2024,3295997.0,Sub-Saharan Africa (excluding high income),Low income,0.43
Libya,LBY,2024,5262910.0,Middle East & North Africa (excluding high income),Upper middle income,0.35
Libya,LBY,2024,5262910.0,Middle East & North Africa (excluding high income),Upper middle income,0.3
Lithuania,LTU,2024,2444088.0,High income,High income,1.0
Lithuania,LTU,2024,2444088.0,High income,High income,0.98
Madagascar,MDG,2024,18851036.0,Sub-Saharan Africa (excluding high income),Low income,0.31
Madagascar,MDG,2024,18851036.0,Sub-Saharan Africa (excluding high income),Low income,0.14
Malawi,MWI,2024,12384937.0,Sub-Saharan Africa (excluding high income),Low income,0.59
Malawi,MWI,2024,12384937.0,Sub-Saharan Africa (excluding high income),Low income,0.38
Malaysia,MYS,2024,27297352.0,East Asia & Pacific (excluding high income),Upper middle income,0.93
Malaysia,MYS,2024,27297352.0,East Asia & Pacific (excluding high income),Upper middle income,0.82
Mali,MLI,2024,12725942.0,Sub-Saharan Africa (excluding high income),Low income,0.61
Mali,MLI,2024,12725942.0,Sub-Saharan Africa (excluding high income),Low income,0.45
Malta,MLT,2024,480050.0,High income,High income,0.99
Malta,MLT,2024,480050.0,High income,High income,0.93
Mauritania,MRT,2024,2860979.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.29
Mauritania,MRT,2024,2860979.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.24
Mauritius,MUS,2024,1070318.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.92
Mauritius,MUS,2024,1070318.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.86
Mexico,MEX,2024,97411242.0,Latin America & Caribbean (excluding high income),Upper middle income,0.62
Mexico,MEX,2024,97411242.0,Latin America & Caribbean (excluding high income),Upper middle income,0.4
Moldova,MDA,2024,1966418.0,Europe & Central Asia (excluding high income),Upper middle income,0.64
Moldova,MDA,2024,1966418.0,Europe & Central Asia (excluding high income),Upper middle income,0.44
Mongolia,MNG,2024,2344987.0,East Asia & Pacific (excluding high income),Lower middle income,0.99
Mongolia,MNG,2024,2344987.0,East Asia & Pacific (excluding high income),Lower middle income,0.97
Montenegro,MNE,2024,503215.0,Europe & Central Asia (excluding high income),Upper middle income,0.81
Montenegro,MNE,2024,503215.0,Europe & Central Asia (excluding high income),Upper middle income,0.67
Morocco,MAR,2024,27893979.0,Middle East & North Africa (excluding high income),Lower middle income,0.46
Morocco,MAR,2024,27893979.0,Middle East & North Africa (excluding high income),Lower middle income,0.41
Mozambique,MOZ,2024,18581790.0,Sub-Saharan Africa (excluding high income),Low income,0.67
Mozambique,MOZ,2024,18581790.0,Sub-Saharan Africa (excluding high income),Low income,0.35
Namibia,NAM,2024,1858089.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.82
Namibia,NAM,2024,1858089.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.6
Nepal,NPL,2024,21168213.0,South Asia (excluding high income),Lower middle income,0.65
Nepal,NPL,2024,21168213.0,South Asia (excluding high income),Lower middle income,0.53
Netherlands,NLD,2024,15164931.0,High income,High income,1.0
Netherlands,NLD,2024,15164931.0,High income,High income,0.98
New Zealand,NZL,2024,4263369.0,High income,High income,0.99
New Zealand,NZL,2024,4263369.0,High income,High income,0.97
Nicaragua,NIC,2024,4830854.0,Latin America & Caribbean (excluding high income),Lower middle income,0.26
Nicaragua,NIC,2024,4830854.0,Latin America & Caribbean (excluding high income),Lower middle income,0.2
Niger,NER,2024,13873697.0,Sub-Saharan Africa (excluding high income),Low income,0.13
Niger,NER,2024,13873697.0,Sub-Saharan Africa (excluding high income),Low income,0.18
Nigeria,NGA,2024,133329232.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.74
Nigeria,NGA,2024,133329232.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.47
North Macedonia,MKD,2024,1515847.0,Europe & Central Asia (excluding high income),Upper middle income,0.88
North Macedonia,MKD,2024,1515847.0,Europe & Central Asia (excluding high income),Upper middle income,0.78
Norway,NOR,2024,4608487.0,High income,High income,0.99
Norway,NOR,2024,4608487.0,High income,High income,0.98
Oman,OMN,2024,3775451.0,High income,High income,0.71
Oman,OMN,2024,3775451.0,High income,High income,0.67
Pakistan,PAK,2024,155833628.0,South Asia (excluding high income),Lower middle income,0.36
Pakistan,PAK,2024,155833628.0,South Asia (excluding high income),Lower middle income,0.14
Panama,PAN,2024,3331755.0,High income,High income,0.77
Panama,PAN,2024,3331755.0,High income,High income,0.45
Paraguay,PRY,2024,4874331.0,Latin America & Caribbean (excluding high income),Upper middle income,0.68
Paraguay,PRY,2024,4874331.0,Latin America & Caribbean (excluding high income),Upper middle income,0.5
Peru,PER,2024,25601447.0,Latin America & Caribbean (excluding high income),Upper middle income,0.69
Peru,PER,2024,25601447.0,Latin America & Caribbean (excluding high income),Upper middle income,0.45
Philippines,PHL,2024,82023644.0,East Asia & Pacific (excluding high income),Lower middle income,0.61
Philippines,PHL,2024,82023644.0,East Asia & Pacific (excluding high income),Lower middle income,0.34
Poland,POL,2024,31148749.0,High income,High income,0.9
Poland,POL,2024,31148749.0,High income,High income,0.8
Portugal,PRT,2024,9214262.0,High income,High income,0.94
Portugal,PRT,2024,9214262.0,High income,High income,0.88
Romania,ROU,2024,16033507.0,High income,High income,0.82
Romania,ROU,2024,16033507.0,High income,High income,0.55
Russian Federation,RUS,2024,118635010.0,Europe & Central Asia (excluding high income),Upper middle income,0.85
Russian Federation,RUS,2024,118635010.0,Europe & Central Asia (excluding high income),Upper middle income,0.71
Saudi Arabia,SAU,2024,25248449.0,High income,High income,0.82
Saudi Arabia,SAU,2024,25248449.0,High income,High income,0.75
Senegal,SEN,2024,11094279.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.81
Senegal,SEN,2024,11094279.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.69
Serbia,SRB,2024,5672737.0,Europe & Central Asia (excluding high income),Upper middle income,0.89
Serbia,SRB,2024,5672737.0,Europe & Central Asia (excluding high income),Upper middle income,0.75
Sierra Leone,SLE,2024,5200533.0,Sub-Saharan Africa (excluding high income),Low income,0.46
Sierra Leone,SLE,2024,5200533.0,Sub-Saharan Africa (excluding high income),Low income,0.27
Singapore,SGP,2024,5220107.0,High income,High income,0.99
Singapore,SGP,2024,5220107.0,High income,High income,0.96
Slovak Republic,SVK,2024,4563499.0,High income,High income,0.96
Slovak Republic,SVK,2024,4563499.0,High income,High income,0.87
Slovenia,SVN,2024,1803880.0,High income,High income,0.99
Slovenia,SVN,2024,1803880.0,High income,High income,0.98
South Africa,ZAF,2024,46723498.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.85
South Africa,ZAF,2024,46723498.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.74
Spain,ESP,2024,41937630.0,High income,High income,0.98
Spain,ESP,2024,41937630.0,High income,High income,0.99
Sri Lanka,LKA,2024,17109247.0,South Asia (excluding high income),Lower middle income,0.83
Sri Lanka,LKA,2024,17109247.0,South Asia (excluding high income),Lower middle income,0.8
Sweden,SWE,2024,8719085.0,High income,High income,1.0
Sweden,SWE,2024,8719085.0,High income,High income,0.97
Switzerland,CHE,2024,7553903.0,High income,High income,0.98
Switzerland,CHE,2024,7553903.0,High income,High income,0.98
"Taiwan, China",TWN,2024,20437095.0,High income,High income,0.98
"Taiwan, China",TWN,2024,20437095.0,High income,High income,0.92
Tajikistan,TJK,2024,6596875.0,Europe & Central Asia (excluding high income),Lower middle income,0.58
Tajikistan,TJK,2024,6596875.0,Europe & Central Asia (excluding high income),Lower middle income,0.5
Tanzania,TZA,2024,38155970.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.66
Tanzania,TZA,2024,38155970.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.51
Thailand,THA,2024,60882768.0,East Asia & Pacific (excluding high income),Upper middle income,0.92
Thailand,THA,2024,60882768.0,East Asia & Pacific (excluding high income),Upper middle income,0.91
Togo,TGO,2024,5593530.0,Sub-Saharan Africa (excluding high income),Low income,0.67
Togo,TGO,2024,5593530.0,Sub-Saharan Africa (excluding high income),Low income,0.44
Trinidad and Tobago,TTO,2024,1120989.0,High income,High income,0.75
Trinidad and Tobago,TTO,2024,1120989.0,High income,High income,0.74
Tunisia,TUN,2024,9219268.0,Middle East & North Africa (excluding high income),Lower middle income,0.49
Tunisia,TUN,2024,9219268.0,Middle East & North Africa (excluding high income),Lower middle income,0.22
Turkiye,TUR,2024,66691005.0,Europe & Central Asia (excluding high income),Upper middle income,0.86
Turkiye,TUR,2024,66691005.0,Europe & Central Asia (excluding high income),Upper middle income,0.76
Uganda,UGA,2024,27277834.0,Sub-Saharan Africa (excluding high income),Low income,0.77
Uganda,UGA,2024,27277834.0,Sub-Saharan Africa (excluding high income),Low income,0.67
Ukraine,UKR,2024,32338724.0,Europe & Central Asia (excluding high income),Lower middle income,0.92
Ukraine,UKR,2024,32338724.0,Europe & Central Asia (excluding high income),Lower middle income,0.82
United Kingdom,GBR,2024,56450851.0,High income,High income,0.99
United Kingdom,GBR,2024,56450851.0,High income,High income,1.0
United States,USA,2024,275987833.0,High income,High income,0.98
United States,USA,2024,275987833.0,High income,High income,0.96
Uruguay,URY,2024,2755004.0,High income,High income,0.81
Uruguay,URY,2024,2755004.0,High income,High income,0.63
Uzbekistan,UZB,2024,24646062.0,Europe & Central Asia (excluding high income),Lower middle income,0.58
Uzbekistan,UZB,2024,24646062.0,Europe & Central Asia (excluding high income),Lower middle income,0.62
"Venezuela, RB",VEN,2024,20899114.0,Latin America & Caribbean (excluding high income),Upper middle income,0.89
"Venezuela, RB",VEN,2024,20899114.0,Latin America & Caribbean (excluding high income),Upper middle income,0.84
Viet Nam,VNM,2024,76663207.0,East Asia & Pacific (excluding high income),Lower middle income,0.85
Viet Nam,VNM,2024,76663207.0,East Asia & Pacific (excluding high income),Lower middle income,0.48
West Bank and Gaza,PSE,2024,3183655.0,Middle East & North Africa (excluding high income),Lower middle income,0.44
West Bank and Gaza,PSE,2024,3183655.0,Middle East & North Africa (excluding high income),Lower middle income,0.33
Zambia,ZMB,2024,12029200.0,Sub-Saharan Africa (excluding high income),Low income,0.82
Zambia,ZMB,2024,12029200.0,Sub-Saharan Africa (excluding high income),Low income,0.59
Zimbabwe,ZWE,2024,9588258.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.57
Zimbabwe,ZWE,2024,9588258.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.38
Albania,ALB,2011,2281010.0,Europe & Central Asia (excluding high income),Upper middle income,0.29
Albania,ALB,2011,2281010.0,Europe & Central Asia (excluding high income),Upper middle income,0.26
Algeria,DZA,2011,26251587.0,Middle East & North Africa (excluding high income),Lower middle income,0.4
Algeria,DZA,2011,26251587.0,Middle East & North Africa (excluding high income),Lower middle income,0.2
Angola,AGO,2011,12779501.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.44
Angola,AGO,2011,12779501.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.3
Argentina,ARG,2011,30685516.0,Latin America & Caribbean (excluding high income),Upper middle income,0.38
Argentina,ARG,2011,30685516.0,Latin America & Caribbean (excluding high income),Upper middle income,0.16
Armenia,ARM,2011,2457011.0,Europe & Central Asia (excluding high income),Upper middle income,0.19
Armenia,ARM,2011,2457011.0,Europe & Central Asia (excluding high income),Upper middle income,0.14
Australia,AUS,2011,17830548.0,High income,High income,0.99
Australia,AUS,2011,17830548.0,High income,High income,0.99
Austria,AUT,2011,7123870.0,High income,High income,0.98
Austria,AUT,2011,7123870.0,High income,High income,0.93
Azerbaijan,AZE,2011,7034188.0,Europe & Central Asia (excluding high income),Upper middle income,0.19
Azerbaijan,AZE,2011,7034188.0,Europe & Central Asia (excluding high income),Upper middle income,0.05
Bahrain,BHR,2011,978145.0,High income,High income,0.73
Bahrain,BHR,2011,978145.0,High income,High income,0.41
Bangladesh,BGD,2011,100376575.0,South Asia (excluding high income),Lower middle income,0.37
Bangladesh,BGD,2011,100376575.0,South Asia (excluding high income),Lower middle income,0.2
Belarus,BLR,2011,8075665.0,Europe & Central Asia (excluding high income),Upper middle income,0.62
Belarus,BLR,2011,8075665.0,Europe & Central Asia (excluding high income),Upper middle income,0.42
Belgium,BEL,2011,9049843.0,High income,High income,0.97
Belgium,BEL,2011,9049843.0,High income,High income,0.9
Benin,BEN,2011,5496491.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.15
Benin,BEN,2011,5496491.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.03
Bolivia,BOL,2011,6675907.0,Latin America & Caribbean (excluding high income),Lower middle income,0.32
Bolivia,BOL,2011,6675907.0,Latin America & Caribbean (excluding high income),Lower middle income,0.19
Bosnia and Herzegovina,BIH,2011,3217823.0,Europe & Central Asia (excluding high income),Upper middle income,0.58
Bosnia and Herzegovina,BIH,2011,3217823.0,Europe & Central Asia (excluding high income),Upper middle income,0.46
Botswana,BWA,2011,1340324.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.35
Botswana,BWA,2011,1340324.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.2
Brazil,BRA,2011,145842533.0,Latin America & Caribbean (excluding high income),Upper middle income,0.62
Brazil,BRA,2011,145842533.0,Latin America & Caribbean (excluding high income),Upper middle income,0.36
Bulgaria,BGR,2011,6400381.0,Europe & Central Asia (excluding high income),Upper middle income,0.54
Bulgaria,BGR,2011,6400381.0,Europe & Central Asia (excluding high income),Upper middle income,0.45
Burkina Faso,BFA,2011,8802362.0,Sub-Saharan Africa (excluding high income),Low income,0.17
Burkina Faso,BFA,2011,8802362.0,Sub-Saharan Africa (excluding high income),Low income,0.06
Cameroon,CMR,2011,11072780.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.2
Cameroon,CMR,2011,11072780.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.05
Canada,CAN,2011,28373521.0,High income,High income,0.97
Canada,CAN,2011,28373521.0,High income,High income,0.91
Chile,CHL,2011,13480066.0,High income,High income,0.43
Chile,CHL,2011,13480066.0,High income,High income,0.39
China,CHN,2011,1090576711.0,East Asia & Pacific (excluding high income),Upper middle income,0.64
China,CHN,2011,1090576711.0,East Asia & Pacific (excluding high income),Upper middle income,0.65
Colombia,COL,2011,32481705.0,Latin America & Caribbean (excluding high income),Upper middle income,0.36
Colombia,COL,2011,32481705.0,Latin America & Caribbean (excluding high income),Upper middle income,0.13
Comoros,COM,2011,382348.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.29
Comoros,COM,2011,382348.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.07
"Congo, Rep.",COG,2011,2658255.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.13
"Congo, Rep.",COG,2011,2658255.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.05
Costa Rica,CRI,2011,3423771.0,Latin America & Caribbean (excluding high income),Upper middle income,0.52
Costa Rica,CRI,2011,3423771.0,Latin America & Caribbean (excluding high income),Upper middle income,0.45
Croatia,HRV,2011,3638504.0,High income,High income,0.9
Croatia,HRV,2011,3638504.0,High income,High income,0.75
Cyprus,CYP,2011,936237.0,High income,High income,0.88
Cyprus,CYP,2011,936237.0,High income,High income,0.77
Czechia,CZE,2011,8965818.0,High income,High income,0.85
Czechia,CZE,2011,8965818.0,High income,High income,0.56
Denmark,DNK,2011,4549535.0,High income,High income,1.0
Denmark,DNK,2011,4549535.0,High income,High income,0.99
Djibouti,DJI,2011,591971.0,Middle East & North Africa (excluding high income),Lower middle income,0.16
Djibouti,DJI,2011,591971.0,Middle East & North Africa (excluding high income),Lower middle income,0.04
Dominican Republic,DOM,2011,6788648.0,Latin America & Caribbean (excluding high income),Upper middle income,0.42
Dominican Republic,DOM,2011,6788648.0,Latin America & Caribbean (excluding high income),Upper middle income,0.28
Ecuador,ECU,2011,10352753.0,Latin America & Caribbean (excluding high income),Upper middle income,0.41
Ecuador,ECU,2011,10352753.0,Latin America & Caribbean (excluding high income),Upper middle income,0.26
El Salvador,SLV,2011,4126198.0,Latin America & Caribbean (excluding high income),Lower middle income,0.15
El Salvador,SLV,2011,4126198.0,Latin America & Caribbean (excluding high income),Lower middle income,0.1
Estonia,EST,2011,1128611.0,High income,High income,0.98
Estonia,EST,2011,1128611.0,High income,High income,0.91
Eswatini,SWZ,2011,680317.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.33
Eswatini,SWZ,2011,680317.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.21
Finland,FIN,2011,4475337.0,High income,High income,1.0
Finland,FIN,2011,4475337.0,High income,High income,1.0
France,FRA,2011,52976120.0,High income,High income,0.99
France,FRA,2011,52976120.0,High income,High income,0.86
Gabon,GAB,2011,1077711.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.23
Gabon,GAB,2011,1077711.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.11
Georgia,GEO,2011,3084171.0,Europe & Central Asia (excluding high income),Upper middle income,0.38
Georgia,GEO,2011,3084171.0,Europe & Central Asia (excluding high income),Upper middle income,0.13
Germany,DEU,2011,70576834.0,High income,High income,0.98
Germany,DEU,2011,70576834.0,High income,High income,0.96
Ghana,GHA,2011,15512209.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.31
Ghana,GHA,2011,15512209.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.27
Greece,GRC,2011,9493929.0,High income,High income,0.83
Greece,GRC,2011,9493929.0,High income,High income,0.47
Guatemala,GTM,2011,8804525.0,Latin America & Caribbean (excluding high income),Upper middle income,0.23
Guatemala,GTM,2011,8804525.0,Latin America & Caribbean (excluding high income),Upper middle income,0.22
Haiti,HTI,2011,6250015.0,Latin America & Caribbean (excluding high income),Lower middle income,0.31
Haiti,HTI,2011,6250015.0,Latin America & Caribbean (excluding high income),Lower middle income,0.06
Honduras,HND,2011,5181064.0,Latin America & Caribbean (excluding high income),Lower middle income,0.22
Honduras,HND,2011,5181064.0,Latin America & Caribbean (excluding high income),Lower middle income,0.17
"Hong Kong SAR, China",HKG,2011,6165173.0,High income,High income,0.91
"Hong Kong SAR, China",HKG,2011,6165173.0,High income,High income,0.8
Hungary,HUN,2011,8529919.0,High income,High income,0.76
Hungary,HUN,2011,8529919.0,High income,High income,0.51
India,IND,2011,853745004.0,South Asia (excluding high income),Lower middle income,0.38
India,IND,2011,853745004.0,South Asia (excluding high income),Lower middle income,0.27
Indonesia,IDN,2011,177530453.0,East Asia & Pacific (excluding high income),Lower middle income,0.22
Indonesia,IDN,2011,177530453.0,East Asia & Pacific (excluding high income),Lower middle income,0.13
"Iran, Islamic Rep.",IRN,2011,59270231.0,Middle East & North Africa (excluding high income),Lower middle income,0.76
"Iran, Islamic Rep.",IRN,2011,59270231.0,Middle East & North Africa (excluding high income),Lower middle income,0.68
Iraq,IRQ,2011,18241367.0,Middle East & North Africa (excluding high income),Upper middle income,0.12
Iraq,IRQ,2011,18241367.0,Middle East & North Africa (excluding high income),Upper middle income,0.07
Ireland,IRL,2011,3598499.0,High income,High income,0.95
Ireland,IRL,2011,3598499.0,High income,High income,0.88
Israel,ISR,2011,5491153.0,High income,High income,0.95
Israel,ISR,2011,5491153.0,High income,High income,0.74
Italy,ITA,2011,50957209.0,High income,High income,0.77
Italy,ITA,2011,50957209.0,High income,High income,0.32
Jamaica,JAM,2011,2007871.0,Latin America & Caribbean (excluding high income),Upper middle income,0.73
Jamaica,JAM,2011,2007871.0,Latin America & Caribbean (excluding high income),Upper middle income,0.63
Japan,JPN,2011,110945852.0,High income,High income,0.98
Japan,JPN,2011,110945852.0,High income,High income,0.86
Jordan,JOR,2011,4670454.0,Middle East & North Africa (excluding high income),Upper middle income,0.35
Jordan,JOR,2011,4670454.0,Middle East & North Africa (excluding high income),Upper middle income,0.11
Kazakhstan,KAZ,2011,12564991.0,Europe & Central Asia (excluding high income),Upper middle income,0.47
Kazakhstan,KAZ,2011,12564991.0,Europe & Central Asia (excluding high income),Upper middle income,0.27
Kenya,KEN,2011,23450849.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.44
Kenya,KEN,2011,23450849.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.4
"Korea, Rep.",KOR,2011,41432826.0,High income,High income,0.96
"Korea, Rep.",KOR,2011,41432826.0,High income,High income,0.84
Kosovo,XKX,2011,1287712.0,Europe & Central Asia (excluding high income),Upper middle income,0.48
Kosovo,XKX,2011,1287712.0,Europe & Central Asia (excluding high income),Upper middle income,0.34
Kuwait,KWT,2011,2266476.0,High income,High income,0.91
Kuwait,KWT,2011,2266476.0,High income,High income,0.74
Lao PDR,LAO,2011,4035423.0,East Asia & Pacific (excluding high income),Lower middle income,0.28
Lao PDR,LAO,2011,4035423.0,East Asia & Pacific (excluding high income),Lower middle income,0.23
Latvia,LVA,2011,1800178.0,High income,High income,0.92
Latvia,LVA,2011,1800178.0,High income,High income,0.79
Lebanon,LBN,2011,3709897.0,Middle East & North Africa (excluding high income),Lower middle income,0.42
Lebanon,LBN,2011,3709897.0,Middle East & North Africa (excluding high income),Lower middle income,0.23
Lesotho,LSO,2011,1266790.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.21
Lesotho,LSO,2011,1266790.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.14
Liberia,LBR,2011,2309936.0,Sub-Saharan Africa (excluding high income),Low income,0.21
Liberia,LBR,2011,2309936.0,Sub-Saharan Africa (excluding high income),Low income,0.15
Lithuania,LTU,2011,2635099.0,High income,High income,0.8
Lithuania,LTU,2011,2635099.0,High income,High income,0.44
Luxembourg,LUX,2011,417441.0,High income,High income,0.97
Luxembourg,LUX,2011,417441.0,High income,High income,0.84
Malawi,MWI,2011,7972899.0,Sub-Saharan Africa (excluding high income),Low income,0.2
Malawi,MWI,2011,7972899.0,Sub-Saharan Africa (excluding high income),Low income,0.1
Malaysia,MYS,2011,20649116.0,East Asia & Pacific (excluding high income),Upper middle income,0.7
Malaysia,MYS,2011,20649116.0,East Asia & Pacific (excluding high income),Upper middle income,0.57
Malta,MLT,2011,351508.0,High income,High income,0.97
Malta,MLT,2011,351508.0,High income,High income,0.89
Mauritania,MRT,2011,1903527.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.21
Mauritania,MRT,2011,1903527.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.11
Mauritius,MUS,2011,986634.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.82
Mauritius,MUS,2011,986634.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.73
Mexico,MEX,2011,79795751.0,Latin America & Caribbean (excluding high income),Upper middle income,0.27
Mexico,MEX,2011,79795751.0,Latin America & Caribbean (excluding high income),Upper middle income,0.29
Moldova,MDA,2011,2361620.0,Europe & Central Asia (excluding high income),Upper middle income,0.18
Moldova,MDA,2011,2361620.0,Europe & Central Asia (excluding high income),Upper middle income,0.17
Mongolia,MNG,2011,1973485.0,East Asia & Pacific (excluding high income),Lower middle income,0.8
Mongolia,MNG,2011,1973485.0,East Asia & Pacific (excluding high income),Lower middle income,0.73
Montenegro,MNE,2011,500343.0,Europe & Central Asia (excluding high income),Upper middle income,0.56
Montenegro,MNE,2011,500343.0,Europe & Central Asia (excluding high income),Upper middle income,0.29
Nepal,NPL,2011,17498633.0,South Asia (excluding high income),Lower middle income,0.27
Nepal,NPL,2011,17498633.0,South Asia (excluding high income),Lower middle income,0.24
Netherlands,NLD,2011,13694510.0,High income,High income,0.99
Netherlands,NLD,2011,13694510.0,High income,High income,1.0
New Zealand,NZL,2011,3443024.0,High income,High income,1.0
New Zealand,NZL,2011,3443024.0,High income,High income,0.99
Nicaragua,NIC,2011,3774402.0,Latin America & Caribbean (excluding high income),Lower middle income,0.17
Nicaragua,NIC,2011,3774402.0,Latin America & Caribbean (excluding high income),Lower middle income,0.08
Nigeria,NGA,2011,92621676.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.34
Nigeria,NGA,2011,92621676.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.21
North Macedonia,MKD,2011,1569860.0,Europe & Central Asia (excluding high income),Upper middle income,0.74
North Macedonia,MKD,2011,1569860.0,Europe & Central Asia (excluding high income),Upper middle income,0.71
Oman,OMN,2011,1989124.0,High income,High income,0.76
Oman,OMN,2011,1989124.0,High income,High income,0.68
Pakistan,PAK,2011,120857470.0,South Asia (excluding high income),Lower middle income,0.11
Pakistan,PAK,2011,120857470.0,South Asia (excluding high income),Lower middle income,0.08
Panama,PAN,2011,2569368.0,High income,High income,0.28
Panama,PAN,2011,2569368.0,High income,High income,0.15
Paraguay,PRY,2011,3870412.0,Latin America & Caribbean (excluding high income),Upper middle income,0.25
Paraguay,PRY,2011,3870412.0,Latin America & Caribbean (excluding high income),Upper middle income,0.15
Peru,PER,2011,20570757.0,Latin America & Caribbean (excluding high income),Upper middle income,0.23
